record_id,url,domain,gold_label,label_source,label_confidence,page_type,content_category,notes,source_batch_id,created_at
gl_3440ac0398a0d970,https://iwastesomuchmoney.com/deals/,iwastesomuchmoney.com,MFA_High,pixalate_2024_industry_research,high,category,shopping,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_5a18e8edc61534c3,https://iwastesomuchmoney.com/products/,iwastesomuchmoney.com,MFA_High,pixalate_2024_industry_research,high,category,shopping,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3b94153dfd397495,https://thesportsdrop.com/,thesportsdrop.com,MFA_High,pixalate_2024_industry_research,high,homepage,sports,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_5979e37e5222b1cd,https://thesportsdrop.com/nba/,thesportsdrop.com,MFA_High,pixalate_2024_industry_research,high,category,sports,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1fd7a31f4ccf3fbf,https://thesportsdrop.com/nfl/,thesportsdrop.com,MFA_High,pixalate_2024_industry_research,high,category,sports,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_7c016ba77afa1f52,https://worldemand.com/,worldemand.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c792bc761bf541d3,https://worldemand.com/movies/,worldemand.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_69a8a9e0c3305664,https://worldemand.com/tv/,worldemand.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_24a487ac1639ac35,https://shareably.net/,shareably.net,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_d9e08923549f5a0a,https://shareably.net/movies/,shareably.net,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_7c2b5ba2edbba35e,https://shareably.net/tv/,shareably.net,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1339c2ad94341b0c,https://parentingisnteasy.co/,parentingisnteasy.co,MFA_High,pixalate_2024_industry_research,high,homepage,parenting,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c0ff1bc113e4493c,https://parentingisnteasy.co/baby/,parentingisnteasy.co,MFA_High,pixalate_2024_industry_research,high,category,parenting,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3f35a046be5a3d63,https://parentingisnteasy.co/toddler/,parentingisnteasy.co,MFA_High,pixalate_2024_industry_research,high,category,parenting,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_0f9ea10fe4360773,https://icepop.com/,icepop.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_165379dc7d31f382,https://icepop.com/movies/,icepop.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e7760ac0cb602b18,https://icepop.com/tv/,icepop.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_79a93b42f0ed31f9,https://bonvoyaged.com/,bonvoyaged.com,MFA_High,pixalate_2024_industry_research,high,homepage,travel,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a70e4ea837241769,https://bonvoyaged.com/destinations/,bonvoyaged.com,MFA_High,pixalate_2024_industry_research,high,category,travel,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_f1f3f936cbfe5263,https://bonvoyaged.com/hotels/,bonvoyaged.com,MFA_High,pixalate_2024_industry_research,high,category,travel,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_83466f695943b403,https://cookingpanda.com/,cookingpanda.com,MFA_High,pixalate_2024_industry_research,high,homepage,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_78eeb0faa1efd215,https://cookingpanda.com/recipes/,cookingpanda.com,MFA_High,pixalate_2024_industry_research,high,category,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_b08093563ce4c30c,https://cookingpanda.com/restaurants/,cookingpanda.com,MFA_High,pixalate_2024_industry_research,high,category,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_9ba4d7843e4a09d7,https://giveitlove.com/,giveitlove.com,MFA_High,pixalate_2024_industry_research,high,homepage,lifestyle,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_6669ba24c5f82337,https://giveitlove.com/health/,giveitlove.com,MFA_High,pixalate_2024_industry_research,high,category,lifestyle,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_5db03a78102543ad,https://giveitlove.com/relationships/,giveitlove.com,MFA_High,pixalate_2024_industry_research,high,category,lifestyle,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_aacf0ba3bdeeede3,https://alwayspets.com/,alwayspets.com,MFA_High,pixalate_2024_industry_research,high,homepage,pets,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_afafab12c721ff49,https://alwayspets.com/dogs/,alwayspets.com,MFA_High,pixalate_2024_industry_research,high,category,pets,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_d94b2db5f67f69ab,https://alwayspets.com/cats/,alwayspets.com,MFA_High,pixalate_2024_industry_research,high,category,pets,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_300ea72d1d94f6bc,https://playsstar.com/,playsstar.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a5902b92599d7729,https://playsstar.com/movies/,playsstar.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_f0cef852bdbb6d10,https://playsstar.com/tv/,playsstar.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_63028a577393e48b,https://novelodge.com/,novelodge.com,MFA_High,pixalate_2024_industry_research,high,homepage,lifestyle,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_00dbcf8595ded629,https://novelodge.com/health/,novelodge.com,MFA_High,pixalate_2024_industry_research,high,category,lifestyle,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ec764661dd23fca9,https://novelodge.com/relationships/,novelodge.com,MFA_High,pixalate_2024_industry_research,high,category,lifestyle,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_264bc2bea6519c23,https://yourdailylama.com/,yourdailylama.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e736e7ca828d049b,https://yourdailylama.com/movies/,yourdailylama.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_0cfb4f58538e57f9,https://yourdailylama.com/tv/,yourdailylama.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ab71ffbad760e67c,https://yourdailydish.com/,yourdailydish.com,MFA_High,pixalate_2024_industry_research,high,homepage,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1c53f03bba3f983c,https://yourdailydish.com/recipes/,yourdailydish.com,MFA_High,pixalate_2024_industry_research,high,category,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_d027384787c64839,https://yourdailydish.com/restaurants/,yourdailydish.com,MFA_High,pixalate_2024_industry_research,high,category,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_49755d35a3943fd3,https://dailyforest.com/,dailyforest.com,MFA_High,pixalate_2024_industry_research,high,homepage,nature,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_b3090c8d3f083fe3,https://dailyforest.com/animals/,dailyforest.com,MFA_High,pixalate_2024_industry_research,high,category,nature,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_cf2d797fd5eabf0f,https://dailyforest.com/environment/,dailyforest.com,MFA_High,pixalate_2024_industry_research,high,category,nature,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_94a2b41484e83420,https://foodisinthehouse.com/,foodisinthehouse.com,MFA_High,pixalate_2024_industry_research,high,homepage,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_6913a0e37fdfaaab,https://foodisinthehouse.com/recipes/,foodisinthehouse.com,MFA_High,pixalate_2024_industry_research,high,category,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_d3cbee4ed6a80c22,https://foodisinthehouse.com/restaurants/,foodisinthehouse.com,MFA_High,pixalate_2024_industry_research,high,category,food,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_9f0ba34484a8e8e8,https://twentytwowords.com/,twentytwowords.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e34f531f31914372,https://twentytwowords.com/movies/,twentytwowords.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_5e1fd49a7b9d3f04,https://twentytwowords.com/tv/,twentytwowords.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3095e0bde9a2391b,https://relieved.co/,relieved.co,MFA_High,pixalate_2024_industry_research,high,homepage,health,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a845c7c5e379c6bc,https://relieved.co/conditions/,relieved.co,MFA_High,pixalate_2024_industry_research,high,category,health,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_8d550a3a9aabf86f,https://relieved.co/wellness/,relieved.co,MFA_High,pixalate_2024_industry_research,high,category,health,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_918ec41fc022d072,https://seeitlive.co/,seeitlive.co,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_fdf0402cf24697f8,https://seeitlive.co/movies/,seeitlive.co,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_52a4c041b285e995,https://seeitlive.co/tv/,seeitlive.co,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_eccd30d0ff94dc50,https://sportinal.com/,sportinal.com,MFA_High,pixalate_2024_industry_research,high,homepage,sports,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1c34289c8b4ca261,https://sportinal.com/nba/,sportinal.com,MFA_High,pixalate_2024_industry_research,high,category,sports,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_24adcf60a997e6aa,https://sportinal.com/nfl/,sportinal.com,MFA_High,pixalate_2024_industry_research,high,category,sports,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_10898fb6ee842e78,https://vitaminews.com/,vitaminews.com,MFA_High,pixalate_2024_industry_research,high,homepage,health,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_cb94c144e0444faa,https://vitaminews.com/conditions/,vitaminews.com,MFA_High,pixalate_2024_industry_research,high,category,health,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_115a89a88baa815b,https://vitaminews.com/wellness/,vitaminews.com,MFA_High,pixalate_2024_industry_research,high,category,health,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_af5cb2c7429f2bc2,https://gloriousa.com/,gloriousa.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_b50f97002e756ee3,https://gloriousa.com/movies/,gloriousa.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_fd7baf37f20e1a1b,https://gloriousa.com/tv/,gloriousa.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_f4cf4a92414a7870,https://journalistate.com/,journalistate.com,MFA_High,pixalate_2024_industry_research,high,homepage,news,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_38b8d3b254f6a84c,https://journalistate.com/world/,journalistate.com,MFA_High,pixalate_2024_industry_research,high,category,news,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_efc8fbc3b0d2cdf7,https://journalistate.com/politics/,journalistate.com,MFA_High,pixalate_2024_industry_research,high,category,news,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_75904dcc4c90e841,https://historydaily.org/,historydaily.org,MFA_High,pixalate_2024_industry_research,high,homepage,history,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_064e89e172d0300e,https://historydaily.org/world-war-ii/,historydaily.org,MFA_High,pixalate_2024_industry_research,high,category,history,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_4be1388f59e67cab,https://historydaily.org/ancient/,historydaily.org,MFA_High,pixalate_2024_industry_research,high,category,history,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_52849781c5258133,https://thefashionball.com/,thefashionball.com,MFA_High,pixalate_2024_industry_research,high,homepage,fashion,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_081b46cd2d88070f,https://thefashionball.com/trends/,thefashionball.com,MFA_High,pixalate_2024_industry_research,high,category,fashion,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e1cef5e65ac4868e,https://thefashionball.com/style/,thefashionball.com,MFA_High,pixalate_2024_industry_research,high,category,fashion,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_9294f8b2911914c3,https://hightally.com/,hightally.com,MFA_High,pixalate_2024_industry_research,high,homepage,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ccb95fd269ee3861,https://hightally.com/movies/,hightally.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_4d21b782cdaab143,https://hightally.com/tv/,hightally.com,MFA_High,pixalate_2024_industry_research,high,category,entertainment,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_122d5251c058b950,https://www.forbes.com/,www.forbes.com,Non_MFA,ad_ops_contrast_set,high,homepage,business,Legitimate main domain; contrast with historical www3 MFA subdomain patterns,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a0906b3a3e289bef,https://www.forbes.com/leadership/,www.forbes.com,Non_MFA,ad_ops_contrast_set,high,category,business,Legitimate main domain; contrast with historical www3 MFA subdomain patterns,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_724e66e4cf257524,https://www.forbes.com/strategy/,www.forbes.com,Non_MFA,ad_ops_contrast_set,high,category,business,Legitimate main domain; contrast with historical www3 MFA subdomain patterns,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_b5f3d304b9fc11f3,https://www.investing.com/,www.investing.com,Non_MFA,ad_ops_contrast_set,high,homepage,finance,Main domain; contrast with za.investing.com MFA subdomain,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a2376b291cb3e439,https://www.investing.com/markets/,www.investing.com,Non_MFA,ad_ops_contrast_set,high,category,finance,Main domain; contrast with za.investing.com MFA subdomain,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a23e8bed10b2b156,https://www.investing.com/investing/,www.investing.com,Non_MFA,ad_ops_contrast_set,high,category,finance,Main domain; contrast with za.investing.com MFA subdomain,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_7eecde9ba382fa2c,https://www.reference.com/,www.reference.com,Non_MFA,ad_ops_contrast_set,high,homepage,reference,Main domain; contrast with go.reference.com MFA subdomain,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a8c100571135226c,https://www.reference.com/world/,www.reference.com,Non_MFA,ad_ops_contrast_set,high,category,reference,Main domain; contrast with go.reference.com MFA subdomain,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_4d76f06b155a8177,https://www.reference.com/science/,www.reference.com,Non_MFA,ad_ops_contrast_set,high,category,reference,Main domain; contrast with go.reference.com MFA subdomain,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_63dce507ee6a2b43,https://nytimes.com/,nytimes.com,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3315bf28718621ad,https://nytimes.com/world/,nytimes.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_28db290682e7a6bb,https://nytimes.com/politics/,nytimes.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e6d4f2fb87672a41,https://nytimes.com/2024/06/15/global-markets-rally-on-inflation-data/,nytimes.com,Non_MFA,editorial_publisher_allowlist,high,article,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_5aafd8d1636229c2,https://washingtonpost.com/,washingtonpost.com,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_95321bf9766a7bbd,https://washingtonpost.com/world/,washingtonpost.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3b0f6deea244d599,https://washingtonpost.com/politics/,washingtonpost.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_bb55a038073edec3,https://washingtonpost.com/2024/06/15/global-markets-rally-on-inflation-data/,washingtonpost.com,Non_MFA,editorial_publisher_allowlist,high,article,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1b4a787ea0c8defe,https://wsj.com/,wsj.com,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_0c05a7434f9d88ad,https://wsj.com/world/,wsj.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ee52f0b35b0c83d5,https://wsj.com/politics/,wsj.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_97dfc58e6cc2f68a,https://wsj.com/2024/06/15/global-markets-rally-on-inflation-data/,wsj.com,Non_MFA,editorial_publisher_allowlist,high,article,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_937b25219f580e3c,https://ft.com/,ft.com,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_8689581ee0f0b1ba,https://ft.com/world/,ft.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_4639fcaa1573bad2,https://ft.com/politics/,ft.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_9a6a47adf97044b0,https://ft.com/2024/06/15/global-markets-rally-on-inflation-data/,ft.com,Non_MFA,editorial_publisher_allowlist,high,article,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_61f139236781ca7a,https://bbc.co.uk/,bbc.co.uk,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_94bf32f33b0e905f,https://bbc.co.uk/world/,bbc.co.uk,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_746bb54725f27a89,https://bbc.co.uk/politics/,bbc.co.uk,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_04ac12cbee9f10dc,https://bbc.co.uk/2024/06/15/global-markets-rally-on-inflation-data/,bbc.co.uk,Non_MFA,editorial_publisher_allowlist,high,article,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e5fdd74d7fed42cb,https://bbc.com/,bbc.com,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_2baf7a61ac8d08e1,https://bbc.com/world/,bbc.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ad2ea4c5ec6aa0a5,https://bbc.com/politics/,bbc.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_423ccb6b62023c21,https://bbc.com/2024/06/15/global-markets-rally-on-inflation-data/,bbc.com,Non_MFA,editorial_publisher_allowlist,high,article,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c3c6f4890f981f39,https://theguardian.com/,theguardian.com,Non_MFA,editorial_publisher_allowlist,high,homepage,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3ab1fd6e12b366bc,https://theguardian.com/world/,theguardian.com,Non_MFA,editorial_publisher_allowlist,high,category,news,Established editorial publisher; legitimate ad inventory baseline,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
